City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
350,Xingyi,24.1877,102.817,48.15,49,4,7.14,clear sky
351,Galle,6.0367,80.217,77.31,84,100,4.14,overcast clouds
352,Comodoro Rivadavia,-45.8667,-67.5,62.46,34,0,17.27,clear sky
353,Lampang,18.3333,99.5,75.6,63,59,2.17,broken clouds
354,Egvekinot,66.3167,-179.1667,-27.51,90,15,4.7,few clouds
355,Kirkenes,69.7271,30.0458,28.62,80,100,13.8,overcast clouds
356,San Patricio,28.017,-97.5169,61.9,56,95,3.58,overcast clouds
357,Caravelas,-17.7125,-39.2481,86.9,55,30,11.14,scattered clouds
358,Papara,-3.9839,-38.7273,84.6,53,62,4.99,broken clouds
359,Katherine,-14.4667,132.2667,80.92,78,40,4.61,scattered clouds
360,Viedma,-40.8135,-62.9967,67.15,52,86,23.09,overcast clouds
361,Jishou,28.3167,109.7167,39.65,93,100,1.12,overcast clouds
362,Umm Kaddadah,13.6017,26.6876,76.08,8,0,13.91,clear sky
363,Buala,-8.145,159.5921,79.41,84,100,8.68,light rain
364,La Palma,33.8464,-118.0467,78.82,27,0,18.41,clear sky
365,Okha,53.5739,142.9478,20.3,96,100,4.23,light snow
366,Miri,4.4148,114.0089,75.34,100,40,9.22,scattered clouds
367,Dekalb,33.7504,-84.2333,59.76,47,0,6.91,clear sky
368,Mounana,-1.4085,13.1586,85.91,40,99,0.89,overcast clouds
369,Sao Felix Do Xingu,-6.6447,-51.995,81.79,74,100,2.86,overcast clouds
370,Bandarbeyla,9.4942,50.8122,74.35,61,20,21.45,few clouds
371,Mareeba,-17.0,145.4333,72.45,93,39,1.95,scattered clouds
372,Altamira,-3.2033,-52.2064,84.29,79,75,8.05,broken clouds
373,Morecambe,54.0684,-2.8611,46.58,92,30,14.0,scattered clouds
374,Skibbereen,51.55,-9.2667,48.0,62,12,14.88,few clouds
375,Ossora,59.2353,163.0719,-11.6,74,68,3.33,broken clouds
376,Sakaiminato,35.55,133.2333,33.78,93,40,5.75,scattered clouds
377,Cordoba,-31.4135,-64.1811,88.59,39,0,16.11,clear sky
378,Forssa,60.8146,23.6215,31.68,88,28,8.43,scattered clouds
379,Penzance,50.1186,-5.5371,48.88,76,20,11.5,few clouds
380,Bell Ville,-32.6259,-62.6887,89.67,19,2,12.03,clear sky
381,Middelkerke,51.1558,2.8418,46.09,81,75,6.91,moderate rain
382,Dawei,14.0833,98.2,76.51,64,96,2.1,overcast clouds
383,Leeton,-34.5667,146.4,66.25,55,0,10.36,clear sky
384,Nishihara,26.1842,127.7558,60.08,72,100,11.5,overcast clouds
385,Fortuna,40.5982,-124.1573,61.14,76,0,12.66,clear sky
386,Umm Lajj,25.0213,37.2685,65.3,57,0,15.21,clear sky
387,Aklavik,68.2191,-135.0107,-17.57,69,100,3.44,light snow
388,Oum Hadjer,13.2954,19.6966,86.18,9,0,8.52,clear sky
389,Vardo,70.3705,31.1107,28.6,80,75,12.66,broken clouds
390,Waingapu,-9.6567,120.2641,75.96,88,100,7.47,overcast clouds
391,Fort Walton Beach,30.4058,-86.6188,63.52,53,0,8.05,clear sky
392,Araouane,18.9048,-3.5265,82.76,8,24,15.01,few clouds
393,Sile,41.1754,29.6133,48.49,74,10,4.21,clear sky
394,Urengoy,65.9667,78.3667,-3.98,86,4,12.55,clear sky
395,Wufeng,27.45,104.8333,28.69,96,100,4.0,overcast clouds
396,Tshikapa,-6.4167,20.8,84.47,69,77,3.18,broken clouds
397,Matara,5.9485,80.5353,75.79,88,100,2.19,light rain
398,Igarka,67.4667,86.5833,-17.0,96,14,9.73,few clouds
399,Vostok,46.4856,135.8833,2.1,99,83,3.8,broken clouds
400,Kidal,18.4411,1.4078,85.98,4,1,4.94,clear sky
401,Itarema,-2.9248,-39.9167,86.0,60,99,10.18,overcast clouds
402,Padang,-0.9492,100.3543,77.76,80,100,4.03,overcast clouds
403,Balkhash,46.844,74.9804,2.86,94,52,5.97,broken clouds
404,Gimli,50.6336,-96.9907,18.43,86,100,18.41,overcast clouds
405,Berbera,10.4396,45.0143,76.6,62,85,9.75,overcast clouds
406,Santiago,-33.4569,-70.6483,79.29,59,36,10.36,scattered clouds
407,Bago,17.3367,96.4797,77.13,23,46,5.99,scattered clouds
408,Guerrero Negro,27.9769,-114.0611,62.89,55,0,1.79,clear sky
409,Gazanjyk,39.2446,55.5154,57.0,38,100,6.42,overcast clouds
410,Iskilip,40.7353,34.4739,28.08,85,10,4.5,clear sky
411,Kasulu,-4.5767,30.1025,71.37,89,34,2.44,light rain
412,Paro,27.4305,89.4133,31.44,88,73,4.38,broken clouds
413,Paris,48.8534,2.3488,52.09,78,100,8.05,overcast clouds
414,Saint-Pierre,-21.3393,55.4781,78.48,73,40,9.22,scattered clouds
415,Hollister,36.8525,-121.4016,60.01,52,0,4.79,clear sky
416,Chop,48.432,22.2055,41.11,82,84,4.92,broken clouds
417,Troitskoye,52.9821,84.6757,-11.47,99,8,4.27,clear sky
418,Baiyin,36.5583,104.2081,25.68,63,100,1.39,overcast clouds
419,Mastic Beach,40.7668,-72.8521,50.5,85,75,11.5,broken clouds
420,Krasnoselkup,65.7,82.4667,-10.41,85,3,10.0,clear sky
421,Lasa,46.6166,10.7002,49.08,84,25,2.82,scattered clouds
422,Madona,56.8533,26.217,34.02,79,100,10.89,overcast clouds
423,Kudat,6.8837,116.8477,80.53,83,20,3.44,few clouds
424,Avera,33.194,-82.5271,59.7,50,2,6.46,clear sky
425,Yeppoon,-23.1333,150.7333,71.38,66,0,12.39,clear sky
426,Adrar,20.5022,-10.0711,80.58,10,45,19.55,scattered clouds
427,Binabalian,16.4202,119.9279,79.9,72,7,17.67,clear sky
428,Esperance,-33.8667,121.9,73.24,56,73,23.64,broken clouds
429,Churapcha,62.0025,132.4325,-33.65,100,81,2.37,broken clouds
430,Kungurtug,50.5994,97.5228,-22.34,98,57,2.21,broken clouds
431,Acarau,-2.8856,-40.12,84.24,66,100,10.33,overcast clouds
432,Tautira,-17.7333,-149.15,77.02,77,61,12.77,light rain
433,Sangar,63.9242,127.4739,-38.65,100,66,2.62,broken clouds
434,Darnah,32.767,22.6367,55.65,66,18,23.71,few clouds
435,Lazaro Cardenas,17.9583,-102.2,77.56,53,71,2.77,broken clouds
436,Alta Floresta,-9.8756,-56.0861,87.62,62,40,5.75,scattered clouds
437,Nueva Concepcion,14.2,-91.3,88.16,43,0,4.36,clear sky
438,Malanje,-9.5402,16.341,77.0,54,82,7.94,broken clouds
439,Ponazyrevo,58.3578,46.3142,23.14,95,100,7.4,overcast clouds
440,Manggar,-2.8833,108.2667,76.73,86,100,9.08,light rain
441,Harnosand,62.6323,17.9379,33.8,73,86,16.84,overcast clouds
442,Saint Anthony,45.0205,-93.218,17.15,78,40,8.05,scattered clouds
443,Kysyl-Syr,63.8986,122.7617,-37.97,100,60,1.63,broken clouds
444,Arani,12.6667,79.2833,71.82,74,5,6.17,clear sky
445,Mlowo,-9.0,32.9833,62.78,95,95,3.53,moderate rain
446,Lata,40.1629,-8.3327,69.71,39,100,5.68,overcast clouds
447,Pandan,14.0453,124.1694,77.32,82,100,15.52,overcast clouds
448,Byron Bay,-28.65,153.6167,69.87,81,0,7.05,clear sky
449,Palenque,17.5167,-91.9667,69.78,84,90,5.3,overcast clouds
450,Hit,33.6416,42.8251,58.8,31,2,1.32,clear sky
451,Mentakab,3.4865,102.3516,70.68,99,100,1.3,moderate rain
452,Bethel,41.3712,-73.414,49.03,71,0,9.22,clear sky
453,Dunedin,-45.8742,170.5036,59.13,95,98,4.79,overcast clouds
454,Frankfort,-27.2667,28.4833,74.37,48,34,10.83,scattered clouds
455,Mao,39.8885,4.2658,57.76,67,75,5.75,broken clouds
456,Hvide Sande,56.0045,8.1294,41.29,78,32,19.8,scattered clouds
457,Escarcega,18.6089,-90.7454,75.78,55,22,3.06,few clouds
458,Alyangula,-13.8483,136.4192,76.87,100,55,0.0,broken clouds
459,Kurilsk,45.2333,147.8833,22.8,70,97,6.98,overcast clouds
460,San Felipe,10.3399,-68.7425,83.98,50,68,7.54,broken clouds
461,Port Hueneme,34.1478,-119.1951,72.91,27,0,11.5,clear sky
462,Telimele,10.9167,-13.3333,100.71,7,0,4.61,clear sky
463,Majene,-3.5403,118.9707,77.9,82,99,5.26,moderate rain
464,Bagan,54.1001,77.6646,-16.08,100,8,5.88,clear sky
465,Quatre Cocos,-20.2078,57.7625,80.1,79,17,8.08,light rain
466,Omagh,54.6,-7.3,47.39,77,29,11.88,moderate rain
467,Meulaboh,4.1363,96.1285,76.53,82,100,3.33,overcast clouds
468,Sangueya,10.7,-14.3667,97.66,23,0,9.55,clear sky
469,Nandurbar,21.3667,74.25,72.32,33,2,8.32,clear sky
470,Sioux Falls,43.55,-96.7003,25.68,80,100,5.75,overcast clouds
471,Ambulu,-8.345,113.6058,75.65,91,100,2.95,overcast clouds
472,Vetralla,42.3098,12.0784,62.6,55,0,10.36,clear sky
473,Klamath Falls,42.2249,-121.7817,37.87,89,0,0.0,clear sky
474,Parrita,9.5201,-84.3225,88.99,53,7,6.08,clear sky
475,Ampanihy,-24.7,44.75,78.26,68,91,14.81,overcast clouds
476,Haines Junction,60.7522,-137.5108,0.75,99,30,4.25,scattered clouds
477,Hirara,24.8,125.2833,64.04,77,100,20.22,overcast clouds
478,Trincomalee,8.5711,81.2335,80.78,75,11,8.08,few clouds
479,Progreso,21.2833,-89.6667,74.1,66,5,3.98,clear sky
480,Pennagaram,12.1333,77.9,71.26,47,5,5.1,clear sky
481,Baiao,-2.7906,-49.6717,86.9,61,98,3.44,overcast clouds
482,Poum,-20.2333,164.0167,80.82,86,100,28.52,overcast clouds
483,Rundu,-17.9333,19.7667,82.94,48,63,8.99,broken clouds
484,Moron,-34.6534,-58.6198,86.02,59,0,8.14,clear sky
485,Port Hedland,-20.3167,118.5667,84.25,89,18,5.75,few clouds
486,Vagur,61.4732,-6.8119,35.8,51,99,19.71,overcast clouds
487,Aksu,41.1231,80.2644,28.81,46,91,3.85,overcast clouds
488,Balikpapan,-1.2675,116.8289,77.99,94,40,0.94,scattered clouds
489,Peniche,39.3558,-9.3811,67.87,70,100,6.78,overcast clouds
490,Nieuw Nickerie,5.95,-56.9833,81.61,70,45,10.25,scattered clouds
491,Urumqi,43.801,87.6005,13.15,86,97,2.24,smoke
492,Panorama,40.5878,23.0315,54.93,51,0,3.44,clear sky
493,Madimba,-10.4,40.3333,83.52,78,20,17.27,light rain
494,Katsuura,35.1333,140.3,37.51,96,100,24.65,overcast clouds
495,Moree,-29.4667,149.85,71.62,46,1,6.91,clear sky
496,San Cristobal,7.7669,-72.225,71.78,41,55,4.56,broken clouds
497,Lang Son,21.8333,106.7333,56.88,96,100,1.43,overcast clouds
498,Uruacu,-14.5247,-49.1408,69.82,97,100,6.93,overcast clouds
499,Xining,36.6167,101.7667,18.68,93,100,0.96,overcast clouds
500,Primorsk,46.7348,36.3443,38.26,83,68,11.72,broken clouds
501,Nome,64.5011,-165.4064,-16.53,69,40,3.44,scattered clouds
502,Nova Vicosa,-17.8919,-39.3719,85.87,61,39,12.91,scattered clouds
503,Trapani,37.8333,12.6667,60.89,36,0,5.75,clear sky
504,Tilichiki,60.4667,166.1,-15.14,78,12,7.23,few clouds
505,Aras,42.5617,-2.356,61.72,44,0,2.3,clear sky
506,Ihosy,-22.4,46.1167,74.57,82,27,5.19,light rain
507,Gari,59.4307,62.3497,11.32,92,71,10.85,broken clouds
508,Gidam,18.9833,81.4,67.1,62,23,1.19,few clouds
509,Fallon,39.4735,-118.7774,24.67,68,20,0.0,few clouds
510,Monrovia,6.3005,-10.7969,91.17,66,4,13.4,clear sky
511,Fougamou,-1.2154,10.5838,83.64,73,90,3.71,light rain
512,Darhan,49.4867,105.9228,-11.52,97,99,0.98,overcast clouds
513,Pishin,30.5803,66.9961,46.02,35,0,0.81,clear sky
514,Nampa,43.5407,-116.5635,33.46,84,0,3.44,clear sky
515,Sistranda,63.7256,8.834,33.76,91,100,24.9,light snow
516,Ambon,-3.6954,128.1814,78.94,94,40,5.75,scattered clouds
517,Wanning,18.8003,110.3967,69.6,94,18,5.64,light rain
518,Vershino-Shakhtaminskiy,51.3012,117.8868,-13.4,100,100,2.66,overcast clouds
519,Tocache,-8.1842,-76.5125,70.88,99,100,0.98,overcast clouds
520,Mayo,38.8876,-76.5119,56.77,48,0,10.0,clear sky
521,Chegutu,-18.1302,30.1407,74.01,58,79,3.15,broken clouds
522,Machiques,10.0644,-72.545,89.78,46,14,6.24,few clouds
523,Taldan,53.6667,124.8,-12.46,96,76,3.15,broken clouds
524,Guipavas,48.4352,-4.3972,46.56,81,75,10.36,broken clouds
525,Pacific Grove,36.6177,-121.9166,59.54,52,0,1.01,clear sky
526,Kaoma,-14.7833,24.8,71.56,89,100,3.15,moderate rain
527,Nuuk,64.1835,-51.7216,23.88,92,100,11.99,overcast clouds
528,Tocopilla,-22.092,-70.1979,71.33,63,1,6.06,clear sky
529,Sabha,27.0377,14.4283,58.66,32,1,10.67,clear sky
530,Estacion Coahuila,32.1939,-115.0017,67.96,23,0,15.19,clear sky
531,Flin Flon,54.7682,-101.865,8.44,78,100,5.75,light snow
532,Goundam,16.4145,-3.6708,89.22,5,11,13.73,few clouds
533,Key Largo,25.0865,-80.4473,72.99,70,0,13.73,clear sky
534,The Hammocks,25.6715,-80.4445,74.01,70,0,12.66,clear sky
535,Kota Belud,6.351,116.4305,76.86,88,84,7.7,light rain
536,Sinnamary,5.3833,-52.95,81.45,72,29,8.88,scattered clouds
537,Houma,29.5958,-90.7195,60.03,72,86,1.01,overcast clouds
538,Gerardmer,48.0735,6.8779,45.0,90,99,8.7,overcast clouds
539,Erdenet,49.0333,104.0833,-8.5,100,100,2.19,overcast clouds
540,Ulladulla,-35.35,150.4667,67.77,92,100,11.01,overcast clouds
541,Askiz,53.1319,90.5264,-16.51,98,71,2.37,broken clouds
542,Kollam,8.8833,76.6,84.07,71,69,1.19,broken clouds
543,Vidim,56.4088,103.1106,-23.49,100,83,2.46,broken clouds
544,Rorvik,64.8621,11.2373,32.11,93,75,3.44,snow
545,Albion,42.2431,-84.753,31.44,76,100,6.91,light snow
546,Harderwijk,52.3333,5.6167,46.13,75,100,5.01,overcast clouds
547,Rameswaram,9.2833,79.3,80.62,78,22,23.26,few clouds
548,Baherden,38.4362,57.4316,58.89,28,76,4.43,broken clouds
549,Samarai,-10.6167,150.6667,81.66,66,97,15.08,overcast clouds
550,Neuquen,-38.9516,-68.0591,73.29,28,0,6.91,clear sky
551,Markova,48.6758,24.4138,44.19,94,55,5.61,broken clouds
552,Khovu-Aksy,51.1333,93.6,-18.24,96,56,3.74,broken clouds
553,Bor,56.3567,44.0669,28.33,95,100,4.45,light snow
554,Mandalgovi,45.7625,106.2708,-1.95,91,28,10.11,scattered clouds
555,Hobyo,5.3505,48.5268,76.84,66,91,20.51,overcast clouds
556,Roebourne,-20.7833,117.1333,84.74,73,8,8.1,clear sky
557,Vanavara,60.34,102.2797,-7.55,99,99,3.13,overcast clouds
558,Shawnee,39.05,-95.7669,43.18,57,0,3.44,clear sky
559,Jacareacanga,-6.2222,-57.7528,73.62,97,100,1.79,overcast clouds
560,Shieli,44.1667,66.75,36.57,73,100,10.49,overcast clouds
561,Chernyshevskiy,63.0128,112.4714,-29.42,100,28,1.48,scattered clouds
562,Sola,-13.8833,167.55,79.47,83,100,0.0,overcast clouds
563,Komsomolskiy,40.4272,71.7189,38.62,60,37,2.3,scattered clouds
564,Oktyabrskoye,43.0645,44.7417,32.14,93,100,2.24,overcast clouds
565,San Vicente,-26.6167,-54.1333,85.89,39,37,6.24,scattered clouds
566,Casian,11.035,119.7136,80.47,79,52,26.33,broken clouds
567,Cabedelo,-6.9811,-34.8339,88.47,54,41,11.16,scattered clouds
568,Gizo,-8.103,156.8419,81.66,78,100,8.12,overcast clouds
569,Durania,7.7131,-72.6576,70.72,52,66,5.23,broken clouds
570,Dzhubga,44.3211,38.7039,41.49,71,14,8.72,few clouds
571,Nemuro,43.3236,145.575,23.13,73,38,4.74,scattered clouds
572,Taoudenni,22.6783,-3.9836,77.81,13,23,18.07,few clouds
573,Spornoye,50.8448,37.2913,35.62,96,100,11.48,overcast clouds
574,Kununurra,-15.7667,128.7333,78.78,94,66,0.0,broken clouds
575,Itagiba,-14.2836,-39.8428,91.83,39,21,3.42,few clouds
576,Erdaojiang,41.7764,126.0319,12.34,96,90,2.24,overcast clouds
577,Vadeni,45.3667,27.9333,46.96,53,2,9.57,clear sky
578,Lom Sak,16.7798,101.2422,80.11,42,78,1.43,broken clouds
579,Cervignano Del Friuli,45.8211,13.3381,53.56,78,100,4.61,overcast clouds
580,Goure,13.9835,10.2704,85.01,6,68,15.39,broken clouds
581,Porto Nacional,-10.7081,-48.4172,80.6,79,98,5.35,overcast clouds
582,Benguela,-12.5763,13.4055,79.43,57,98,11.74,overcast clouds
583,Key West,24.5557,-81.7826,71.6,63,0,13.8,clear sky
584,Kautokeino,69.0125,23.0412,7.92,96,100,3.04,overcast clouds
585,Springdale,36.1867,-94.1288,49.71,59,75,1.01,broken clouds
586,Cooma,-36.2333,149.1333,56.97,100,100,8.05,overcast clouds
587,Nettuno,41.4826,12.679,64.31,69,0,5.55,clear sky
588,Lusambo,-4.9667,23.45,79.07,73,86,3.47,overcast clouds
589,Cape Canaveral,28.4058,-80.6048,66.27,68,0,10.36,clear sky
590,Gat,31.61,34.7642,54.28,100,66,8.81,broken clouds
591,Santiago Del Estero,-27.7951,-64.2615,97.59,23,0,17.67,clear sky
592,Mukhen,48.1,136.1,-2.78,99,98,1.05,overcast clouds
593,Omboue,-1.5746,9.2618,81.1,79,97,9.15,moderate rain
594,Port Lincoln,-34.7333,135.8667,62.04,74,12,13.98,few clouds
595,Barauna,-5.08,-37.6167,94.1,35,95,7.96,overcast clouds
596,Novikovo,51.1537,37.8879,33.98,92,95,11.74,overcast clouds
597,Vakhrushevo,55.2317,61.7173,7.18,84,40,13.42,mist
598,Cap Malheureux,-19.9842,57.6142,80.47,71,31,1.99,scattered clouds
599,Aripuana,-9.1667,-60.6333,83.55,76,75,4.12,broken clouds
600,Ukwa,21.9667,80.4667,59.68,44,67,4.81,broken clouds
601,Ucluelet,48.9329,-125.5528,45.09,94,99,5.41,overcast clouds
602,Puqi,29.7167,113.8833,43.72,91,100,0.76,overcast clouds
603,Rapid Valley,44.0625,-103.1463,53.56,64,100,4.0,overcast clouds
604,Sioux Lookout,50.1001,-91.917,8.98,85,100,10.36,overcast clouds
605,Okahandja,-21.9833,16.9167,84.51,62,100,12.86,light rain
606,Drayton Valley,53.2168,-114.9854,42.33,53,41,23.2,scattered clouds
607,Zambezi,-13.5432,23.1047,72.39,78,98,1.16,overcast clouds
608,Evinayong,1.4368,10.5512,79.47,61,97,5.77,overcast clouds
609,Bisho,-32.8472,27.4422,70.43,67,11,8.41,few clouds
610,Camiri,-20.05,-63.5167,83.98,48,63,0.0,broken clouds
611,Ipanema,-30.1391,-51.2244,90.27,56,20,8.05,few clouds
612,Teya,60.3778,92.6267,-12.46,99,93,1.48,overcast clouds
613,Viisoara,46.55,23.9167,51.57,54,0,3.44,clear sky
614,Angoram,-4.0625,144.0661,74.84,99,100,0.98,light rain
615,Labytnangi,66.6572,66.4183,14.04,94,100,14.27,light snow
616,San Pedro,14.35,121.0167,78.35,74,20,3.44,few clouds
617,Nova Gradiska,45.255,17.3831,60.69,64,3,2.82,clear sky
618,Ust-Kulom,61.6864,53.6902,23.56,94,100,11.7,light snow
619,Chapais,49.7834,-74.8492,29.98,100,100,5.03,snow
620,Nha Trang,12.25,109.1833,77.0,88,43,6.89,scattered clouds
621,Bunia,1.5667,30.25,78.78,34,79,2.57,broken clouds
622,Parksville,49.3163,-124.3195,42.71,99,92,10.36,overcast clouds
623,Idah,7.1065,6.7342,102.81,7,44,2.21,scattered clouds
624,Navrongo,10.8956,-1.0921,98.69,7,2,10.33,clear sky
625,Vesyegonsk,58.664,37.2604,29.01,93,91,7.36,overcast clouds
626,Clyde River,70.4692,-68.5914,-18.17,76,100,9.22,light snow
627,Palamos,41.8484,3.1291,60.4,57,0,1.99,clear sky
628,San Andres,12.5847,-81.7006,84.22,70,40,11.5,scattered clouds
629,Zeya,53.75,127.2667,-5.71,93,34,3.89,scattered clouds
630,Barrhead,55.7992,-4.3929,44.76,75,58,17.27,broken clouds
631,Berdigestyakh,62.0989,126.6992,-34.55,100,45,1.36,scattered clouds
632,Jackson,42.4165,-122.8345,60.04,93,0,0.0,clear sky
633,Akyab,20.15,92.9,71.92,61,5,12.75,clear sky
634,Simga,21.6333,81.7,72.12,36,29,10.11,scattered clouds
635,Calama,-22.4667,-68.9333,70.29,21,0,16.11,clear sky
636,Te Anau,-45.4167,167.7167,56.23,94,63,1.88,broken clouds
637,Tevriz,57.509,72.4042,-8.59,100,8,4.0,clear sky
638,Turayf,31.6725,38.6637,50.25,66,75,16.11,broken clouds
639,Saint-Francois,46.4154,3.9054,56.68,64,0,2.3,clear sky
640,Lukavica,44.7628,18.1689,61.02,64,5,2.28,clear sky
641,Devils Lake,48.1128,-98.8651,33.94,89,100,26.46,overcast clouds
642,Banamba,13.55,-7.45,93.87,7,0,13.31,clear sky
643,Honiara,-9.4333,159.95,77.77,87,97,5.88,overcast clouds
644,Barabinsk,55.3571,78.357,-9.09,98,6,7.29,clear sky
645,Debre Tabor,11.85,38.0167,63.1,46,100,5.97,overcast clouds
646,Ouegoa,-20.35,164.4333,79.36,90,100,18.28,overcast clouds
647,Stornoway,58.2093,-6.3865,40.96,66,40,16.11,scattered clouds
648,Pathein,16.7833,94.7333,67.64,66,6,8.23,clear sky
649,Boende,-0.2167,20.8667,95.9,26,79,2.86,broken clouds
650,Lethem,3.3803,-59.7968,87.85,58,75,13.8,broken clouds
651,Haliyal,15.3333,74.7667,70.92,54,50,5.12,scattered clouds
652,Lodja,-3.4833,23.4333,81.54,64,56,2.89,broken clouds
653,Tsarychanka,48.937,34.4786,35.47,98,100,6.91,overcast clouds
654,Laguna,38.421,-121.4238,61.25,90,0,0.0,mist
655,Molochnoye,59.2917,39.6787,27.88,97,100,7.72,light snow
656,Labuhan,-6.8844,112.2051,75.76,93,100,6.76,light rain
657,Bhandaria,22.4861,90.0609,68.45,62,29,3.42,scattered clouds
658,Surgut,61.25,73.4167,1.58,77,0,8.99,clear sky
659,Sukhumi,43.0033,41.0153,41.76,79,50,1.05,scattered clouds
660,Port Keats,-14.25,129.55,80.44,85,94,4.59,overcast clouds
661,Zhezkazgan,47.8043,67.7144,15.78,92,100,11.18,overcast clouds
662,Irbeyskoye,55.6428,95.4522,-24.52,100,11,2.24,few clouds
663,Grand Gaube,-20.0064,57.6608,80.38,71,34,1.99,scattered clouds
664,Dancalan,9.9821,122.7386,78.3,80,95,6.29,overcast clouds
665,Mayen,50.3333,7.2167,45.48,89,100,11.27,overcast clouds
666,Dumas,35.8656,-101.9732,43.61,60,0,9.22,clear sky
667,Krasnoturansk,54.3186,91.5639,-21.21,100,35,1.39,scattered clouds
668,Wageningen,51.9667,5.6667,47.1,74,100,10.36,overcast clouds
669,Talaya,61.3833,152.75,-36.72,86,91,1.95,overcast clouds
670,Oriximina,-1.7656,-55.8661,82.89,76,65,1.79,broken clouds
671,Patacamaya,-17.2333,-67.9167,54.7,56,87,10.76,overcast clouds
672,Khandyga,62.6667,135.6,-38.29,100,97,0.58,overcast clouds
673,Kokopo,-4.352,152.2633,77.97,85,100,4.79,overcast clouds
674,Gashua,12.871,11.0482,85.62,8,64,15.79,broken clouds
675,Shwebo,22.5667,95.7,67.12,36,1,4.03,clear sky
676,Bubaque,11.2833,-15.8333,79.74,65,2,12.73,clear sky
677,Ust-Kut,56.7938,105.7672,-25.82,100,63,1.66,broken clouds
678,Andra,62.5147,65.8878,6.28,95,100,13.47,overcast clouds
679,Dicabisagan,17.0818,122.4157,73.27,89,40,2.26,scattered clouds
680,Banda Aceh,5.5577,95.3222,79.12,79,100,3.74,overcast clouds
681,Bagru,26.8088,75.5423,62.94,42,0,7.72,clear sky
682,Sredniy Ikorets,51.0675,39.7584,34.0,97,100,12.86,overcast clouds
683,Whitehorse,60.7161,-135.0538,29.17,31,0,11.5,clear sky
684,Agadir,30.4202,-9.5982,81.05,33,44,13.49,scattered clouds
685,Terney,45.0503,136.6092,18.14,81,49,5.59,scattered clouds
686,Punta Alta,-38.8759,-62.0736,82.87,37,94,14.5,overcast clouds
687,Southbridge,42.0751,-72.0334,48.25,82,69,5.01,broken clouds
688,Cacoal,-11.4386,-61.4472,84.83,69,76,6.29,broken clouds
689,Bam,29.106,58.357,61.93,22,0,3.33,clear sky
690,Alexandria,31.2156,29.9553,58.96,55,40,13.8,scattered clouds
691,Rabaul,-4.1967,152.1721,80.2,79,100,3.53,light rain
692,Nouadhibou,20.931,-17.0347,84.18,28,70,10.36,dust
693,Vangaindrano,-23.35,47.6,77.18,86,68,5.08,broken clouds
694,Pallisa,1.145,33.7094,79.81,48,100,13.4,overcast clouds
695,Diapaga,12.0708,1.7889,96.67,6,1,9.35,clear sky
696,Ponta Delgada,37.7333,-25.6667,63.32,67,75,14.97,broken clouds
697,Taltal,-25.4,-70.4833,69.31,69,3,6.87,clear sky
698,Coahuayana,18.7333,-103.6833,81.46,26,16,2.17,few clouds
699,Bicholim,15.5869,73.9462,78.67,70,52,4.54,broken clouds
700,Kiama,-34.6833,150.8667,70.38,91,99,1.99,overcast clouds
701,Seymchan,62.8833,152.4333,-39.1,98,100,1.01,overcast clouds
702,Kwinana,-32.25,115.7667,74.8,80,10,5.48,clear sky
